Model,AUC-ROC,AUC-PR,Accuracy,Precision (Non-Survivor),Recall (Non-Survivor),F1-Score (Non-Survivor)
XGBoost,0.8304506498520139,0.5506869464246111,0.8301587301587302,0.5928853754940712,0.3157894736842105,0.41208791208791207
