Model,AUC-ROC,AUC-PR,Accuracy,Precision (Non-Survivor),Recall (Non-Survivor),F1-Score (Non-Survivor)
Logistic Regression,0.7745237421181316,0.4244496445286004,0.7063492063492064,0.3573735199138859,0.6989473684210527,0.47293447293447294
