Model,AUC-ROC,AUC-PR,Accuracy,Precision (Non-Survivor),Recall (Non-Survivor),F1-Score (Non-Survivor)
Random Forest,0.8120736070003861,0.4837674001959721,0.8138888888888889,0.5093167701863354,0.3452631578947368,0.411543287327478
